position;name;cheke;perfomance;yearofprod;cpusocket;cpucore;numofcores,numofthreads;basefreq;turbofreq;cachel1;cachel2;cachel3;graphics;memorycontroller;pciecontroller;lithography;tdp;cpucategory
1464;Intel Xeon E5-2450L;;3549.33;2012;LGA1356;8 / 16;8 / 16;1800 MHz;2300 MHz;8x32 + 8x32;256x8;20480;нет;3 chann.DDR3-1600;PCI Express 3.024 lines;32 nm;70 W;серверный
1465;AMD Ryzen 3 2200GE;;3548.6;2018;Socket AM4;4 / 4;4 / 4;3200 MHz;3600 MHz;4x64 + 4x32;4x512;4096;Radeon Vega 81100 MHz, 512 shaders;2 chann.DDR4-2933;PCI Express 3.08 lines;14 nm;35 W;десктопный
1466;AMD Ryzen 3 3350U;;3537.85;2019;Socket FP5;4 / 4;4 / 4;2100 MHz;3500 MHz;4x64 + 4x32;4x512;4096;Radeon Vega 61200 MHz, 384 shaders;2 chann.DDR4-2400;PCI Express 3.012 lines;12 nm;15 W;мобильный
1467;Intel Core i7-4720HQ;;3536.95;2015;BGA1364;4 / 8;4 / 8;2600 MHz;3600 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600400 - 1200 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;47 W;мобильный
1468;AMD Ryzen 3 1200;;3535.96;2017;Socket AM4;4 / 4;4 / 4;3100 MHz;3400 MHz;4x64+4x32;4x512;8192;нет;2 chann.DDR4-2667;PCI Express 3.024 lines;14 nm;65 W;десктопный
1469;Intel Xeon E5-2440;;3529.07;2012;LGA1356;6 / 12;6 / 12;2400 MHz;2900 MHz;6x32 + 6x32;256x6;15360;нет;3 chann.DDR3-1333;PCI Express 3.024 lines;32 nm;95 W;серверный
1470;Intel Core i5-4690K;;3513.13;2014;LGA1150;4 / 4;4 / 4;3500 MHz;3900 MHz;32+32 x4;256x4;6144;Intel HD Graphics 4600350 - 1150 MHz;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;88 W;десктопный
1471;Intel Core i7-2700K;;3504.78;2011;LGA1155;4 / 8;4 / 8;3500 MHz;3900 MHz;4x32 + 4x32;256x4;8192;Intel HD Graphics 3000850 - 1350 MHz, 12 exec. units;2 chann.DDR3-1333;PCI Express 2.016 lines;32 nm;95 W;десктопный
1472;Intel Core i7-3920XM;;3503.9;2012;PGA988;4 / 8;4 / 8;2900 MHz;3800 MHz;4x32 + 4x32;256x4;8192;Intel HD Graphics 4000650 - 1300 MHz, 16 exec. units;2 chann.DDR3L-RS-1600;PCI Express 3.016 lines;22 nm;55 W;мобильный
1473;Intel Core i7-3740QM;;3500.55;2012;PGA988;4 / 8;4 / 8;2700 MHz;3700 MHz;4x32 + 4x32;256x4;6144;Intel HD Graphics 4000650 - 1300 MHz, 16 exec. units;2 chann.DDR3L-RS-1600;PCI Express 3.016 lines;22 nm;45 W;мобильный
1474;Intel Core i7-8550U;;3497.04;2017;BGA1356;4 / 8;4 / 8;1800 MHz;4000 MHz;4x32 + 4x32;4x256;8192;Intel UHD Graphics 620300 - 1150 MHz;2 chann.DDR4-2400;PCI Express 3.012 lines;14 nm;15 W;мобильный
1475;Intel Core i5-5675C;;3495.07;2015;LGA1150;4 / 4;4 / 4;3100 MHz;3600 MHz;32+32 x4;256x4;4096;Intel Iris Pro Graphics 6200300 - 1100 MHz, 48 exec. units;2 chann.DDR3L-1600;PCI Express 3.016 lines;14 nm;65 W;десктопный
1476;Intel Xeon E3-1220 v6;;3487.77;2017;LGA1151-1;4 / 4;4 / 4;3000 MHz;3500 MHz;4x32 + 4x32;4x256;8192;нет;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;72 W;серверный
1477;AMD Ryzen 3 PRO 2300U;;3487.56;2018;Socket FP5;4 / 4;4 / 4;2000 MHz;3400 MHz;4x64 + 4x32;4x512;4096;Radeon Vega 61100 MHz, 384 shaders;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;15 W;мобильный
1478;Intel Core i7-5700EQ;;3483.16;2015;BGA1364;4 / 8;4 / 8;2600 MHz;3400 MHz;4x32 + 4x32;4x256;6144;Intel HD Graphics 5600300 - 1000 MHz, 241 ex.units;2 chann.DDR3L-1600;PCI Express 3.016 lines;14 nm;47 W;встраиваемый
1479;AMD Opteron 4274 HE;;3478.8;2011;Socket C32;8 / 8;8 / 8;2500 MHz;2800 MHz;4x64 + 8x16;4x2048;8192;нет;2 chann.ULV RDDR3-1333;нет;32 nm;65 W;серверный
1480;Intel Xeon E5-2430;;3474.53;2012;LGA1356;6 / 12;6 / 12;2200 MHz;2700 MHz;6x32 + 6x32;256x6;15360;нет;3 chann.DDR3-1333;PCI Express 3.024 lines;32 nm;95 W;серверный
1481;Intel Core i7-6870HQ;;3468.94;2016;BGA1440;4 / 8;4 / 8;2700 MHz;3600 MHz;4x32 + 4x32;4x256;8192;Intel Iris Pro Graphics 580350 - 1000 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;14 nm;45 W;мобильный
1482;Intel Core i7-3720QM;;3463.79;2012;PGA988;4 / 8;4 / 8;2600 MHz;3600 MHz;4x32 + 4x32;256x4;6144;Intel HD Graphics 4000650 - 1250 MHz, 16 exec. units;2 chann.DDR3L-RS-1600;PCI Express 3.016 lines;22 nm;45 W;мобильный
1483;Intel Xeon E3-1225 v6;;3463.39;2017;LGA1151-1;4 / 4;4 / 4;3300 MHz;3700 MHz;4x32 + 4x32;4x256;8192;Intel HD Graphics P630350 - 1150 MHz;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;73 W;серверный
1484;Intel Atom x7425E;;3463.36;2023;BGA1296;4 / 4;4 / 4;1500 MHz;3400 MHz;4x32 + 4x64;2048;6192;Intel UHD Graphics 24EUs, 1000 MHz;4 chann.LPDDR5-4800;PCI Express 3.09 lines;10 nm;12 W;встраиваемый
1485;Intel Xeon Bronze 3106;;3457.2;2017;LGA3647;8 / 8;8 / 8;1700 MHz;нет;8x32 + 8x32;8x1024;11264;нет;6 chann.DDR4-2133;PCI Express 3.048 lines;14 nm;85 W;серверный
1486;Intel Xeon E5-2430L;;3445.3;2012;LGA1356;6 / 12;6 / 12;2000 MHz;2500 MHz;6x32 + 6x32;256x6;15360;нет;3 chann.DDR3-1333;PCI Express 3.024 lines;32 nm;60 W;серверный
1487;Intel Core i7-3820QM;;3443.44;2012;PGA988;4 / 8;4 / 8;2700 MHz;3700 MHz;4x32 + 4x32;256x4;8192;Intel HD Graphics 4000650 - 1250 MHz, 16 exec. units;2 chann.DDR3L-RS-1600;PCI Express 3.016 lines;22 nm;45 W;мобильный
1488;Intel Core i5-4670K;;3441.89;2013;LGA1150;4 / 4;4 / 4;3400 MHz;3600 MHz;32+32 x4;256x4;6144;Intel HD Graphics 4600350 - 1200 MHz;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;84 W;десктопный
1489;Intel Core i7-4700HQ;;3439.84;2013;BGA1364;4 / 8;4 / 8;2400 MHz;3400 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600400 - 1200 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;47 W;мобильный
1490;Intel Core i7-4750HQ;;3438.72;2013;BGA1364;4 / 8;4 / 8;2000 MHz;3200 MHz;4x32 + 4x32;4x256;6144;Intel Iris Pro Graphics 5200200 - 1200 MHz, 40 ex.units;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;47 W;мобильный
1491;Intel Core i7-4710HQ;;3433.64;2014;BGA1364;4 / 8;4 / 8;2500 MHz;3500 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600400 - 1200 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;47 W;мобильный
1492;AMD Opteron 6378;;3430.54;2012;Socket G34;16 / 16;16 / 16;2400 MHz;2700 MHz;8x64 + 16x16;8x2048;16384;нет;4 chann.LRDIMM-1333;нет;32 nm;115 W;серверный
1493;Intel Core i5-8250U;;3430.16;2017;BGA1356;4 / 8;4 / 8;1600 MHz;3400 MHz;4x32 + 4x32;4x256;6144;Intel UHD Graphics 620300 - 1100 MHz;2 chann.DDR4-2400;PCI Express 3.012 lines;14 nm;15 W;мобильный
1494;Intel Core i5-6500;;3429.21;2015;LGA1151-1;4 / 4;4 / 4;3200 MHz;3600 MHz;4x32 + 4x32;256x4;6144;Intel HD Graphics 530350 - 1050 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;14 nm;65 W;десктопный
1495;AMD Ryzen 3 PRO 3300U;;3428.8;2019;Socket FP5;4 / 4;4 / 4;2100 MHz;3500 MHz;4x64 + 4x32;4x512;4096;Radeon Vega 61200 MHz, 384 shaders;2 chann.DDR4-2400;PCI Express 3.012 lines;12 nm;15 W;мобильный
1496;Intel Core i3-8300T;;3425.98;2018;LGA1151-2;4 / 4;4 / 4;3200 MHz;нет;4x32 + 4x32;4x256;8192;Intel UHD Graphics 630350 - 1100 MHz;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;35 W;десктопный
1497;Intel Xeon E3-1275;;3422.91;2011;LGA1155;4 / 8;4 / 8;3400 MHz;3800 MHz;4x32 + 4x32;256x4;8192;Intel HD Graphics P3000850 - 1350 MHz;2 chann.DDR3-1333;PCI Express 2.020 lines;32 nm;95 W;серверный
1498;Intel Xeon D-1521;;3413.97;2015;BGA1667;4 / 8;4 / 8;2400 MHz;2700 MHz;4x32 + 4x32;4x256;6144;нет;2 chann.DDR4-2133;PCI Express 3.032 lines;14 nm;45 W;серверный
1499;Intel Core i3-1115G4;;3412.68;2020;BGA1449;2 / 4;2 / 4;3000 MHz;4100 MHz;2x32 + 2x48;2x1280;6144;Iris Xe Graphics G4 48EU300 - 1250 MHz;2 chann.LPDDR4x-3733;PCI Express 4.04 lines;10 nm;15 W;мобильный
1500;Intel Core i5-7440HQ;;3409.26;2017;BGA1440;4 / 4;4 / 4;2800 MHz;3800 MHz;4x32 + 4x32;4x256;6144;Intel HD Graphics 630350 - 1000 MHz;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;45 W;мобильный
1501;Intel Xeon E3-1280;;3400.18;2011;LGA1155;4 / 8;4 / 8;3500 MHz;3900 MHz;4x32 + 4x32;256x4;8192;нет;2 chann.DDR3-1333;PCI Express 2.020 lines;32 nm;95 W;серверный
1502;AMD Ryzen 5 3500C;;3399.97;2020;Socket FP5;4 / 8;4 / 8;2100 MHz;3700 MHz;4x64 + 4x32;4x512;4096;Radeon Vega 81200 MHz, 512 shaders;2 chann.DDR4-2400;PCI Express 3.012 lines;12 nm;15 W;мобильный
1503;AMD Opteron 6274;;3398.67;2011;Socket G34;16 / 16;16 / 16;2200 MHz;2500 MHz;8x64 + 16x16;8x2048;16384;нет;4 chann.LRDIMM-1333;нет;32 nm;115 W;серверный
1504;Intel Xeon W-2104;;3397.54;2017;LGA2066;4 / 4;4 / 4;3200 MHz;нет;4x32 + 4x32;4x1024;8448;нет;4 chann.DDR4-2400;PCI Express 3.048 lines;14 nm;120 W;серверный
1505;Intel Core i5-5675R;;3386.11;2015;BGA1364;4 / 4;4 / 4;3100 MHz;3600 MHz;32+32x4;256x4;4096;Intel Iris Pro Graphics 6200300 - 1100 MHz, 48 exec. units;2 chann.DDR3L-1866;PCI Express 3.016 lines;14 nm;65 W;мобильный
1506;Intel Core i3-9100T;;3385.29;2019;LGA1151-2;4 / 4;4 / 4;3100 MHz;3700 MHz;4x32 + 4x32;4x256;6144;Intel UHD Graphics 630350 - 1100 MHz;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;35 W;десктопный
1507;Intel Core i7-2600K;;3381.43;2011;LGA1155;4 / 8;4 / 8;3400 MHz;3800 MHz;4x32 + 4x32;256x4;8192;Intel HD Graphics 3000850 - 1350 MHz, 12 exec. units;2 chann.DDR3-1333;PCI Express 2.016 lines;32 nm;95 W;десктопный
1508;AMD Opteron 6366 HE;;3380.58;2012;Socket G34;16 / 16;16 / 16;1800 MHz;2300 MHz;8x64 + 16x16;8x2048;16384;нет;4 chann.LRDIMM-1333;нет;32 nm;85 W;серверный
1509;Intel Xeon E3-1290;;3376.88;2011;LGA1155;4 / 8;4 / 8;3600 MHz;4000 MHz;4x32 + 4x32;256x4;8192;нет;2 chann.DDR3-1333;PCI Express 2.020 lines;32 nm;95 W;серверный
1510;Intel Core i7-4722HQ;;3372.14;2015;BGA1364;4 / 8;4 / 8;2400 MHz;3400 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600400 - 1150 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;37 W;мобильный
1511;Intel Core i7-5750HQ;;3367.65;2015;BGA1364;4 / 8;4 / 8;2500 MHz;3400 MHz;32+32x4;256x4;6144;Intel Iris Pro Graphics 6200300 - 1050 MHz;2 chann.LPDDR3-1866;PCI Express 3.016 lines;14 nm;47 W;мобильный
1512;Intel Xeon E5649;;3360.76;2011;LGA1366;6 / 12;6 / 12;2530 MHz;2930 MHz;6x32 + 6x32;256x6;12288;нет;3 chann.DDR3-1333;нет;32 nm;80 W;серверный
1513;Intel Xeon E5-1410 v2;;3351.6;2014;LGA1356;4 / 8;4 / 8;2800 MHz;3100 MHz;4x32 + 4x32;4x256;10240;нет;3 chann.DDR3-1600;PCI Express 3.024 lines;22 nm;80 W;встраиваемый
1514;Intel Core i5-4670;;3350.6;2013;LGA1150;4 / 4;4 / 4;3400 MHz;3600 MHz;32+32 x4;256x4;6144;Intel HD Graphics 4600350 - 1200 MHz;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;84 W;десктопный
1515;Intel Xeon E5-2609 v4;;3347.34;2016;LGA2011-3;8 / 8;8 / 8;1700 MHz;нет;32+32x8;256x8;20480;нет;4 chann.DDR4-1866;PCI Express 3.040 lines;14 nm;85 W;серверный
1516;Intel Core i5-7400;;3346.35;2017;LGA1151-1;4 / 4;4 / 4;3000 MHz;3500 MHz;4x32+4x32;4x256;6144;Intel HD Graphics 630 350 - 1000 MHz;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;65 W;десктопный
1517;Intel Core i5-4690;;3345.41;2014;LGA1150;4 / 4;4 / 4;3500 MHz;3900 MHz;32+32 x4;256x4;6144;Intel HD Graphics 4600350 - 1150 MHz;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;84 W;десктопный
1518;Intel Xeon E5-2418L v2;;3345.28;2014;LGA1356;6 / 12;6 / 12;2000 MHz;нет;6x32 + 6x32;256x6;15360;нет;3 chann.DDR3-1333;PCI Express 3.024 lines;22 nm;50 W;встраиваемый
1519;Intel Core i5-6402P;;3343.82;2015;LGA1151-1;4 / 4;4 / 4;2800 MHz;3400 MHz;4x32 + 4x32;256x4;6144;Intel HD Graphics 510350 - 950 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;14 nm;65 W;десктопный
1520;Intel Core i7-4700MQ;;3341.78;2013;PGA946;4 / 8;4 / 8;2400 MHz;3400 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600400 - 1150 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;47 W;мобильный
1521;Intel Core i7-3615QE;;3340.59;2012;BGA1023;4 / 8;4 / 8;2300 MHz;3300 MHz;4x32 + 4x32;4x256;6144;Intel HD Graphics 4000650 - 1000 MHz, 16 ex.units;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;45 W;встраиваемый
1522;Intel Core i7-3770T;;3340.32;2012;LGA1155;4 / 8;4 / 8;2500 MHz;3700 MHz;4x32 + 4x32;256x4;8192;Intel HD Graphics 4000650 - 1150 MHz, 16 exec. units;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;45 W;десктопный
1523;Intel Core i5-4690S;;3330.03;2014;LGA1150;4 / 4;4 / 4;3200 MHz;3900 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600350 - 1200 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;65 W;десктопный
1524;Intel Core i7-4785T;;3322.45;2014;LGA1150;4 / 8;4 / 8;2200 MHz;3200 MHz;32+32x4;256x4;8192;Intel HD Graphics 4600350 - 1200 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;35 W;десктопный
1525;Intel Xeon E3-1240L v3;;3320.18;2014;LGA1150;4 / 8;4 / 8;2000 MHz;3000 MHz;32+32x4;256x4;8192;нет;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;25 W;серверный
1526;Intel Xeon E5-2643;;3318.03;2012;LGA2011;4 / 8;4 / 8;3300 MHz;3500 MHz;4x32 + 4x32;256x4;10240;нет;4 chann.DDR3-1600;PCI Express 3.040 lines;32 nm;130 W;серверный
1527;AMD Ryzen 3 3300U;;3316.36;2019;Socket FP5;4 / 4;4 / 4;2100 MHz;3500 MHz;4x64 + 4x32;4x512;4096;Radeon Vega 61200 MHz, 384 shaders;2 chann.DDR4-2400;PCI Express 3.012 lines;12 nm;15 W;мобильный
1528;Intel Xeon X5687;;3312.9;2011;LGA1366;4 / 8;4 / 8;3600 MHz;3860 MHz;4x32 + 4x32;256x4;12288;нет;3 chann.DDR3-1333;нет;32 nm;130 W;серверный
1529;Intel Xeon E3-1205 v6;;3309.54;2017;LGA1151-1;4 / 4;4 / 4;3000 MHz;нет;4x32 + 4x32;4x256;8192;Intel HD Graphics P630350 - 1000 MHz;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;65 W;серверный
1530;Intel Core i5-6600T;;3308.91;2015;LGA1151-1;4 / 4;4 / 4;2700 MHz;3500 MHz;4x32 + 4x32;256x4;6144;Intel HD Graphics 530350 - 1100 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;14 nm;35 W;десктопный
1531;Intel Xeon E5-2620;;3291.04;2012;LGA2011;6 / 12;6 / 12;2000 MHz;2500 MHz;6x32 + 6x32;256x6;15360;нет;4 chann.DDR3-1333;PCI Express 3.040 lines;32 nm;95 W;серверный
1532;Intel Core i7-4860EQ;;3290.36;2013;BGA1364;4 / 8;4 / 8;1800 MHz;3200 MHz;4x32 + 4x32;4x256;6144;Intel Iris Pro Graphics 5200750 - 1000 MHz, 40 ex.units;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;47 W;встраиваемый
1533;Intel Xeon E3-1225 v3;;3281.14;2013;LGA1150;4 / 4;4 / 4;3200 MHz;3600 MHz;32+32x4;256x4;8192;Intel HD Graphics P4600350 - 1200 MHz;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;84 W;серверный
1534;Intel Core i7-4712MQ;;3279.77;2014;PGA946;4 / 8;4 / 8;2300 MHz;3300 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600400 - 1150 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;37 W;мобильный
1535;Intel Xeon E3-1240;;3279.22;2011;LGA1155;4 / 8;4 / 8;3300 MHz;3700 MHz;4x32 + 4x32;256x4;8192;нет;2 chann.DDR3-1333;PCI Express 2.020 lines;32 nm;80 W;серверный
1536;AMD FX-8370E;;3276.57;2014;Socket AM3+;8 / 8;8 / 8;3300 MHz;4300 MHz;8x16+4x64;4x2048;8196;нет;2 chann.DDR3-1866;нет;32 nm;95 W;десктопный
1537;AMD FX-8320;;3270.99;2012;Socket AM3+;8 / 8;8 / 8;3500 MHz;4000 MHz;8x16+4x64;4x2048;8192;нет;2 chann.DDR3-1866;нет;32 nm;125 W;десктопный
1538;Intel Xeon E3-1270;;3270.92;2011;LGA1155;4 / 8;4 / 8;3400 MHz;3800 MHz;4x32 + 4x32;256x4;8192;нет;2 chann.DDR3-1333;PCI Express 2.020 lines;32 nm;80 W;серверный
1539;Intel Core i5-4590;;3270.74;2014;LGA1150;4 / 4;4 / 4;3300 MHz;3700 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600350 - 1150 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;84 W;десктопный
1540;AMD Opteron 6376;;3260.36;2012;Socket G34;16 / 16;16 / 16;2300 MHz;3200 MHz;16x16+8x64;8x2048;16384;нет;4 chann.DDR3 1600;нет;32 nm;115 W;серверный
1541;Intel Core i5-4670R;;3253.7;2013;BGA1364;4 / 4;4 / 4;3000 MHz;3700 MHz;4x32 + 4x32;4x256;4096;Intel Iris Pro 5200200 - 1300 MHz, 40 ex.units;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;65 W;десктопный
1542;AMD FX-8310;;3253.64;2014;Socket AM3+;8 / 8;8 / 8;3400 MHz;4300 MHz;8x16+4x64;4x2048;8196;нет;2 chann.DDR3-1866;нет;32 nm;95 W;десктопный
1543;Intel Xeon E3-1226 v3;;3241.49;2014;LGA1150;4 / 4;4 / 4;3300 MHz;3700 MHz;32+32x4;256x4;8192;Intel HD Graphics P4600350 - 1200 MHz;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;84 W;серверный
1544;Intel Xeon E3-1245;;3237.86;2011;LGA1155;4 / 8;4 / 8;3300 MHz;3700 MHz;4x32 + 4x32;256x4;8192;Intel HD Graphics P3000850 - 1350 MHz,;2 chann.DDR3-1333;PCI Express 2.020 lines;32 nm;95 W;серверный
1545;Intel Core i7-4700EQ;;3235.62;2013;BGA1364;4 / 8;4 / 8;2400 MHz;3400 MHz;4x32 + 4x32;4x256;6144;Intel HD Graphics 4600400 - 1000 MHz, 20 ex.units;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;47 W;встраиваемый
1546;AMD Opteron 6238;;3234.71;2011;Socket G34;12 / 12;12 / 12;2600 MHz;2900 MHz;6x64 + 12x16;6x2048;16384;нет;4 chann.LRDIMM-1333;нет;32 nm;115 W;серверный
1547;AMD FX-8300;;3234.62;2012;Socket AM3+;8 / 8;8 / 8;3300 MHz;4200 MHz;8x16+4x64;4x2048;8196;нет;2 chann.DDR3-1866;нет;32 nm;95 W;десктопный
1548;Intel Core i5-6440EQ;;3232.49;2015;BGA1440;4 / 4;4 / 4;2700 MHz;3400 MHz;4x32 + 4x32;4x256;6144;Intel HD Graphics 530350 - 1000 MHz, 24 ex.units;2 chann.DDR4-2133;PCI Express 3.016 lines;14 nm;45 W;мобильный
1549;Intel Core i5-6400;;3228.07;2015;LGA1151-1;4 / 4;4 / 4;2700 MHz;3300 MHz;4x32 + 4x32;256x4;6144;Intel HD Graphics 530350 - 950 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;14 nm;65 W;десктопный
1550;Intel Xeon E5-2630L;;3221.18;2012;LGA2011;6 / 12;6 / 12;2000 MHz;2500 MHz;6x32 + 6x32;256x6;15360;нет;4 chann.DDR3-1333;PCI Express 3.040 lines;32 nm;60 W;серверный
1551;Intel Core i7-8665UE;;3214.55;2019;BGA1528;4 / 8;4 / 8;1700 MHz;4400 MHz;4x32 + 4x32;4x256;8192;Intel UHD Graphics 620300 - 1150 MHz, 24 ex.units;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;15 W;встраиваемый
1552;Intel Xeon E5645;;3209.38;2010;LGA1366;6 / 12;6 / 12;2400 MHz;2670 MHz;6x32 + 6x32;256x6;12288;нет;3 chann.DDR3-1333;нет;32 nm;80 W;серверный
1553;Intel N200;;3203.46;2023;BGA1296;4 / 4;4 / 4;1000 MHz;3700 MHz;4x32 + 4x64;4096;6144;Intel UHD Graphics 750450 - 750 MHz;1 chann.LPDDR5 4800;PCI Express 3.09 lines;10 nm;6 W;мобильный
1554;Intel Core i7-4712HQ;;3198.25;2014;BGA1364;4 / 8;4 / 8;2300 MHz;3300 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600400 - 1150 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;37 W;мобильный
1555;Intel Core i7-4702HQ;;3197.06;2013;BGA1364;4 / 8;4 / 8;2200 MHz;3200 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600400 - 1150 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;37 W;мобильный
1556;AMD Opteron 6328;;3195.68;2012;Socket G34;8 / 8;8 / 8;3200 MHz;3800 MHz;8x16+4x64;4x2048;16384;нет;4 chann.LRDIMM-1333;нет;32 nm;115 W;серверный
1557;Intel Xeon E5-1607 v4;;3187.05;2016;LGA2011-3;4 / 4;4 / 4;3100 MHz;нет;4x32 + 4x32;4x256;10240;нет;4 chann.DDR4-2133;PCI Express 3.040 lines;14 nm;140 W;серверный
1558;Intel Core i3-8100T;;3183.63;2018;LGA1151-2;4 / 4;4 / 4;3100 MHz;нет;4x32 + 4x32;4x256;6144;Intel UHD Graphics 630350 - 1100 MHz;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;35 W;десктопный
1559;Intel Atom C3758R;;3181.05;2020;BGA1310;8 / 8;8 / 8;2400 MHz;нет;8x32 + 8x24;16384;нет;нет;2 chann.DDR4-2400;PCI Express 3.020 lines;14 nm;26 W;серверный
1560;Intel Core i5-4570;;3178.68;2013;LGA1150;4 / 4;4 / 4;3200 MHz;3600 MHz;32+32 x4;256x4;6144;Intel HD Graphics 4600350 - 1150 MHz;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;84 W;десктопный
1561;Intel Core i7-4702MQ;;3175.56;2013;PGA946;4 / 8;4 / 8;2200 MHz;3200 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600400 - 1150 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;37 W;мобильный
1562;Intel Core i7-10510Y;;3171.14;2019;BGA1377;4 / 8;4 / 8;1200 MHz;4500 MHz;4x32 + 4x32;4x256;8192;Intel UHD Graphics 617300 - 1150 MHz;2 chann.DDR3L-1600;PCI Express 3.010 lines;14 nm;7 W;мобильный
1563;Intel Core i5-7500T;;3169.07;2017;LGA1151-1;4 / 4;4 / 4;2700 MHz;3300 MHz;4x32+4x32;4x256;6144;Intel HD Graphics 630 350 - 1100 MHz;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;35 W;десктопный
1564;Intel Xeon E3-1220 v3;;3168.75;2013;LGA1150;4 / 4;4 / 4;3100 MHz;3500 MHz;32+32x4;256x4;8192;нет;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;80 W;серверный
1565;Intel Core i7-3630QM;;3163.68;2012;PGA988;4 / 8;4 / 8;2400 MHz;3400 MHz;4x32 + 4x32;256x4;6144;Intel HD Graphics 4000650 - 1150 MHz, 16 exec. units;2 chann.DDR3L-RS-1600;PCI Express 3.016 lines;22 nm;45 W;мобильный
1566;Intel Xeon E3-1230L v3;;3146.22;2013;LGA1150;4 / 8;4 / 8;1800 MHz;2800 MHz;32+32x4;256x4;8192;нет;2 chann.DDR3-1600;PCI Express 3.016 lines;22 nm;25 W;серверный
1567;Intel Core i5-4670S;;3139.82;2013;LGA1150;4 / 4;4 / 4;3100 MHz;3800 MHz;32+32x4;256x4;6144;Intel HD Graphics 4600350 - 1200 MHz;2 chann.DDR3L-1600;PCI Express 3.016 lines;22 nm;65 W;десктопный
1568;Intel Core i5-7300HQ;;3135.58;2017;BGA1440;4 / 4;4 / 4;2500 MHz;3500 MHz;4x32 + 4x32;4x256;6144;Intel HD Graphics 630350 - 1000 MHz;2 chann.DDR4-2400;PCI Express 3.016 lines;14 nm;45 W;мобильный
1569;Intel Core i7-3610QM;;3133.89;2012;PGA988;4 / 8;4 / 8;2300 MHz;3300 MHz;4x32 + 4x32;256x4;6144;Intel HD Graphics 4000650 - 1100 MHz, 16 exec. units;2 chann.DDR3L-RS-1600;PCI Express 3.016 lines;22 nm;45 W;мобильный
1570;Intel Core i5-5575R;;3123.89;2015;BGA1364;4 / 4;4 / 4;2800 MHz;3300 MHz;32+32x4;256x4;4096;Intel Iris Pro Graphics 6200300 - 1050 MHz, 48 exec. units;2 chann.DDR3L-1866;PCI Express 3.016 lines;14 nm;65 W;мобильный
